seller_id,seller_state,product_category_name_english,total_revenue,total_orders,avg_review_score,avg_freight
094ced053e257ae8cae57205592d6712,SP,perfumery,558.8,8,4.875,17.17
0951a6e282947e09cd47969f4ed0b47f,SP,health_beauty,18.0,1,5.0,12.79
0951a6e282947e09cd47969f4ed0b47f,SP,perfumery,474.3,6,4.833333333333333,12.538333333333334
09883d9ab71c8fe8a9bfc7fc3075b07e,SP,health_beauty,209.70000000000002,3,3.6666666666666665,17.05
099095b050cfe8eb1ddff5317587e96e,SP,baby,129.99,1,5.0,9.26
099095b050cfe8eb1ddff5317587e96e,SP,cool_stuff,249.99,1,1.0,49.61
099095b050cfe8eb1ddff5317587e96e,SP,furniture_living_room,529.99,1,1.0,33.96
099095b050cfe8eb1ddff5317587e96e,SP,housewares,1130.93,6,2.4444444444444446,17.223333333333333
099095b050cfe8eb1ddff5317587e96e,SP,kitchen_dining_laundry_garden_furniture,265.99,1,3.0,96.82
099095b050cfe8eb1ddff5317587e96e,SP,small_appliances_home_oven_and_coffee,189.99,1,5.0,18.24
099095b050cfe8eb1ddff5317587e96e,SP,sports_leisure,1728.99,2,3.0,83.605
099095b050cfe8eb1ddff5317587e96e,SP,toys,777.97,3,5.0,57.32666666666666
09bad886111255c5b5030314fc7f1a4a,SP,art,487.5,5,5.0,14.572
09f952a5f58d2285b0372551ae8f9b01,SP,furniture_decor,6665.0,36,3.7804878048780486,20.82268292682927
09f952a5f58d2285b0372551ae8f9b01,SP,home_construction,5156.5,14,4.133333333333334,44.748666666666665
0a198e95d32b1be2da9424c962a6ebfa,MG,garden_tools,69.99,1,5.0,16.68
0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP,construction_tools_construction,462.0,2,5.0,11.399999999999999
0a85ebe4e328db81ac9109781205e2f7,SP,furniture_decor,588.0,11,4.636363636363637,11.314545454545454
0a85ebe4e328db81ac9109781205e2f7,SP,party_supplies,79.9,1,4.0,13.29
0aa2205ca24f113f4658a5c536667426,SP,stationery,815.62,4,2.8181818181818183,15.68
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,fashion_bags_accessories,398.0,1,3.0,16.54
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,health_beauty,479.88,11,4.666666666666667,16.415
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,watches_gifts,799.0,1,1.0,20.47
0ad80de75c811326389cfb1daba7d45e,RJ,toys,1449.4,6,5.0,19.220000000000002
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,furniture_decor,583.2,6,4.0,17.48777777777778
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,home_appliances,6990.0,10,4.2,43.788
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,housewares,7543.21,85,3.981132075471698,15.681981132075471
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,market_place,383.29,4,4.0,15.6475
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,stationery,57.9,1,5.0,15.16
0ade5cc4a305ed7093a23f68ca47519c,PR,auto,158.88,2,5.0,21.195
0aea4c6ae1505b3228ddf3dd7822ee5b,SP,watches_gifts,1427.91,8,3.875,18.96875
0af2ab31141893d26aca5a404a537dab,SP,computers_accessories,59.0,1,5.0,15.51
0af977692321d895349eded183341d28,SP,pet_shop,257.75,2,4.5,9.735
0afccdb8a34ee5c79f7c06faf2b4d56e,MG,telephony,1185.6,24,4.086956521739131,15.47875
0b09101900100c0e9d312861fad5a1b9,SP,furniture_decor,153.75,1,4.0,14.61
0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,auto,1416.76,3,4.666666666666667,44.626666666666665
0b18d63d0cd1d723567903fd34a07df2,SP,auto,648.54,5,4.8,13.934000000000001
0b18d63d0cd1d723567903fd34a07df2,SP,musical_instruments,1029.6,4,4.75,31.6375
0b1ca3ef18a63d7eb0c8897fa0849c08,SP,health_beauty,55.0,1,5.0,7.87
0b35c634521043bf4b47e21547b99ab5,PR,construction_tools_construction,13235.65,50,3.526315789473684,18.89792207792208
0b36063d5818f81ccb94b54adfaebbf5,SC,garden_tools,765.0,1,5.0,1.2
0b3f27369a4d8df98f7eb91077e438ac,SP,furniture_decor,98.67,1,3.0,13.03
0b46f784306be7200ca1700aa55d819f,MG,auto,19.9,1,5.0,10.96
0b64bcdb0784abc139af04077d49a20e,RS,health_beauty,137.6,4,4.75,17.052500000000002
0b90b6df587eb83608a64ea8b390cf07,PR,computers_accessories,28492.76,163,4.016826923076923,17.216172248803826
0bae85eb84b9fb3bd773911e89288d54,SP,art,194.6,4,4.75,29.480000000000004
0bae85eb84b9fb3bd773911e89288d54,SP,audio,31.8,2,5.0,21.93
0bae85eb84b9fb3bd773911e89288d54,SP,baby,29.9,1,4.0,17.92
0bae85eb84b9fb3bd773911e89288d54,SP,bed_bath_table,260.1,3,5.0,18.523333333333333
0bae85eb84b9fb3bd773911e89288d54,SP,furniture_decor,178.8,2,5.0,34.03
0bae85eb84b9fb3bd773911e89288d54,SP,garden_tools,32.28,1,5.0,16.11
0bae85eb84b9fb3bd773911e89288d54,SP,health_beauty,136.5,2,3.6666666666666665,15.036666666666667
0bae85eb84b9fb3bd773911e89288d54,SP,home_construction,69.81,1,4.0,19.68
0bae85eb84b9fb3bd773911e89288d54,SP,housewares,4531.98,76,4.12987012987013,20.07948051948052
0bae85eb84b9fb3bd773911e89288d54,SP,sports_leisure,229.20000000000002,4,3.8333333333333335,17.186666666666667
0bae85eb84b9fb3bd773911e89288d54,SP,stationery,249.60999999999999,7,4.571428571428571,19.177142857142858
0bae85eb84b9fb3bd773911e89288d54,SP,toys,1378.47,31,4.25,19.287777777777777
0bae85eb84b9fb3bd773911e89288d54,SP,watches_gifts,110.50999999999999,2,4.5,22.465
0bb27263628258b8111a0262769fa9db,SP,housewares,22.2,1,5.0,10.96
